"","gene_symbol","L1","L2","L3","L4","L5","L6","WM"
"14150","TRABD",24.6297477197332,19.3777816833772,18.2527165392145,20.2743817447333,16.5763349191567,21.8797679661026,27.9199351307039
"14151","SELENOO",36.7207147821476,39.8821785809042,34.3969296161403,34.6798635107279,36.0597136487624,36.25790120097,40.1571832943741
"14152","TUBGCP6",43.4379187057112,45.5152546516534,40.6909698020764,40.6821475798924,40.7604653422546,42.0925059919307,40.8700327019666
"14153","HDAC10",14.7778486318399,13.519382569798,13.4692459979031,14.0053294947171,16.8855948989917,12.7111032945929,11.1679740522816
"14154","MAPK12",39.4075963515731,48.106469644198,40.1874465872015,38.8147703139301,41.8738012696607,37.8207417699774,25.6625786733279
"14155","MAPK11",28.8093412721727,41.121455316469,37.6383603118974,34.1463271490244,38.4100894955085,43.8637253034724,21.7419069315694
"14156","PLXNB2",61.2011913035794,45.8532392158983,42.5791818578572,41.4824521224477,49.234188789734,47.1977851840213,51.0875408774582
"14157","DENND6B",48.9609530428635,61.851175256826,57.4331166966662,52.1531793565178,54.6153124388632,55.7413136279281,33.3851139222459
"14158","PPP6R2",55.8274281647285,61.0625446069211,61.0521898035794,58.0220793352564,64.5116317935836,64.9099782994378,50.1370750006683
"14159","SBF1",106.878177983812,94.1850319029263,95.3547088169307,89.767492856615,102.798017297158,106.064779949964,120.233933413925
"14160","LMF2",43.1393763091084,35.9390253313798,36.4739628774992,33.6127907873209,33.7711897979833,44.5930509023425,50.6123079390633
"14161","NCAPH2",34.6309180059279,33.9111179459101,28.7637636497276,32.0121817022104,32.7197058665443,37.9249311412445,35.642470379622
"14162","TYMP",47.4682410598494,31.7705490390254,31.6590221352582,36.5472407766902,33.0908178423463,36.5704693147715,34.5731962682334
"14163","ODF3B",15.524204623347,6.30904519923908,7.55284822312322,6.80258861171971,9.64891137085238,12.3985351807915,11.6432069906765
"14164","KLHDC7B",6.12011913035794,1.80258434263974,2.70643727995249,3.06783407979516,3.83482374995415,7.39744535996803,2.25735645737606
"14165","CPT1B",4.32886475074098,3.15452259961954,4.15406652271777,3.60137044149867,4.02037973785516,3.9591961081519,4.98994585314708
"14166","CHKB",22.5399509435134,27.714734268086,22.5956042675103,20.8079181064368,21.5863465924839,23.6509872776443,16.9895775476198
"14167","CHKB-DT",3.13469516432968,2.47855347112964,3.11554989203833,3.20121817022104,3.27815578625113,2.91730239548035,2.3761646919748
"14168","MAPK8IP2",258.388444259746,309.0305532413,320.492526267862,353.601223718999,364.988628201281,338.719645989522,195.320737680329
"14169","ARSA",25.6746461078431,22.4196427615817,21.6829684405496,21.3414544681403,23.2563504835929,25.6305853317202,35.5236621450233
"14170","SHANK3",124.492179383379,125.842919420537,104.638418091186,90.1676451278927,82.6342666119153,85.1227163252659,51.4439655812544
"14171","RABL2B",24.0326629265275,29.2919955678957,27.4734854116107,28.4108112607117,27.8333981851511,23.1300404213085,18.0588516590085
"14172","LOC102724159",4.32886475074098,7.88630649904885,6.89197400359994,6.13566815959033,5.81408762089823,5.20946856335777,9.5046587678992
"14173","RBM11",7.16501751846783,11.1534906200834,11.3292723346848,14.6722499468464,12.3703991934005,10.5231264979827,6.65326113752944
"14174","HSPA13",69.5603784084585,88.6646173535921,87.1724565752138,86.2995065055422,88.8813182045825,90.540563631158,63.087172571931
"14175","SAMSN1",5.22449194054946,2.81653803537459,2.89525848553057,2.66768180851753,2.10296786287808,3.85500673688475,5.82160349533826
"14176","NRIP1",33.4367484195166,40.7834707522241,43.869460095974,43.8833657501134,38.9667574592115,47.7187320403571,32.3158398108573
"14177","LOC101927745",6.71720392356359,9.91421388451856,16.4589150862227,11.6044158670513,7.11297953620528,4.58433233575483,3.20782233416598
"14178","USP25",31.0484092466939,40.5581477093941,42.2330096476307,36.4138566862643,37.9152735277725,36.9872267998401,27.6823186615064
"14179","MIR99AHG",18.061814994471,13.519382569798,12.3048485635049,10.1371908723666,10.0818753426214,9.16866467150967,11.2867822868803
"14180","CXADR",33.1382060229137,46.0785622587283,37.7013007137567,36.1470885054126,38.2245335076075,43.4469678184038,70.6908995862503
