gene_symbol,entrez_id,region,expression_level,marker_annotation,original_annotation
RASGRF2,5924,Temporal,++++,layer 3,layer 2/3+scattered
RASSF7,8045,V1,+++,NA,ubiquitous
RASSF7,8045,V2,+++,NA,ubiquitous
RASSF7,8045,Temporal,+++,NA,NA
RELN,5649,V1,+++++,interneuron,layer 1+scattered
RELN,5649,V2,+++++,interneuron,layer 1+scattered
RELN,5649,Temporal,+++++,interneuron,"layer 1 + scattered, layer 5 low, layer 4 up"
RELN,5649,V1,+++++,interneuron,layer 1+scattered
RELN,5649,V2,+++++,interneuron,layer 1+scattered
RELN,5649,Temporal,+++++,interneuron,"layer 1 + scattered, layer 5 low, layer 4 up"
RELN,5649,V1,+++++,layer 1,layer 1+scattered
RELN,5649,V2,+++++,layer 1,layer 1+scattered
RELN,5649,Temporal,+++++,layer 1,"layer 1 + scattered, layer 5 low, layer 4 up"
RELN,5649,V1,+++++,layer 1,layer 1+scattered
RELN,5649,V2,+++++,layer 1,layer 1+scattered
RELN,5649,Temporal,+++++,layer 1,"layer 1 + scattered, layer 5 low, layer 4 up"
REST,5978,V1,+,NA,ubiquitous
REST,5978,V2,+,NA,ubiquitous
REST,5978,Temporal,+,NA,NA
RGS10,6001,V1,+,NA,ubiquitous
RGS10,6001,V2,+,NA,ubiquitous
RGS10,6001,Temporal,+,NA,sparse to none
RGS4,5999,V1,+++++,NA,"layer 2/3,5/6"
RGS4,5999,V2,+++++,NA,"layer 2/3,5,6"
RGS4,5999,Temporal,+++++,NA,"layer 2/3,5,6"
RNASEH2A,10535,V1,+,NA,ubiquitous
RNASEH2A,10535,V2,+,NA,ubiquitous
RNASEH2A,10535,Temporal,+,NA,NA
RNASEH2B,79621,V1,-,NA,none
RNASEH2B,79621,V2,-,NA,none
RNASEH2B,79621,Temporal,-,NA,NA
RNASEH2C,84153,V1,+,NA,ubiquitous
RNASEH2C,84153,V2,+,NA,ubiquitous
RNASEH2C,84153,Temporal,+,NA,ubiquitous
RND2,8153,V1,++,NA,scattered+ubiquitous
RND2,8153,V2,++,NA,scattered+ubiquitous
RND2,8153,Temporal,++,NA,scattered+ubiquitous
RNF144B,255488,V1,+++,interneuron,scattered
RNF144B,255488,V2,+++,interneuron,scattered
RNF144B,255488,Temporal,+++,interneuron,scattered
ROCK1,6093,V1,++,NA,ubiquitous
ROCK1,6093,V2,++,NA,ubiquitous
ROCK1,6093,Temporal,++,NA,NA
RORB,6096,V1,++++,layer 4,"layer 3,4,5"
RORB,6096,V2,++++,layer 4,"layer 3,4,5"
RORB,6096,Temporal,++++,layer 4,"layer 3,4,5"
RPRM,56475,V1,++++,layer 5,"ubiquitous(4C,5/6)"
RPRM,56475,V2,++++,layer 5,"ubiquitous(5,6)"
RPRM,56475,Temporal,++++,layer 5,"ubiquitous(5,6)"
RPRM,56475,V1,++++,layer 5,"ubiquitous(4C,5/6)"
RPRM,56475,V2,++++,layer 5,"ubiquitous(5,6)"
RPRM,56475,Temporal,++++,layer 5,"ubiquitous(5,6)"
RPRM,56475,V1,++++,layer 6,"ubiquitous(4C,5/6)"
RPRM,56475,V2,++++,layer 6,"ubiquitous(5,6)"
RPRM,56475,Temporal,++++,layer 6,"ubiquitous(5,6)"
RPRM,56475,V1,++++,layer 6,"ubiquitous(4C,5/6)"
RPRM,56475,V2,++++,layer 6,"ubiquitous(5,6)"
RPRM,56475,Temporal,++++,layer 6,"ubiquitous(5,6)"
RPS6KA3,6197,V1,+,NA,ubiquitous
RPS6KA3,6197,V2,+,NA,ubiquitous
RPS6KA3,6197,Temporal,+,NA,ubiquitous
RRP8,23378,V1,++,NA,ubiquitous
RRP8,23378,V2,++,NA,ubiquitous
RRP8,23378,Temporal,++,NA,NA
RSPO1,284654,V1,++,NA,scattered+ubiquitous
RSPO1,284654,V2,++,NA,scattered+ubiquitous
RSPO1,284654,Temporal,++,NA,scattered+ubiquitous
RTN4,57142,V1,+++++,NA,"ubiquitous(2/3,5/6)"
RTN4,57142,V2,+++++,NA,ubiquitous
RTN4,57142,Temporal,+++++,NA,ubiquitous
RTN4R,65078,V1,++++,NA,ubiquitous
RTN4R,65078,V2,++++,NA,ubiquitous
RTN4R,65078,Temporal,++++,NA,ubiquitous
RXFP1,59350,V1,++++,layer 5,layer 5/6(4C)
RXFP1,59350,V2,++++,layer 5,"layer 5,6"
RXFP1,59350,Temporal,++++,layer 5,"layer 5,6"
RXFP1,59350,V1,++++,layer 5,layer 5/6(4C)
RXFP1,59350,V2,++++,layer 5,"layer 5,6"
RXFP1,59350,Temporal,++++,layer 5,"layer 5,6"
RXFP1,59350,V1,++++,layer 6,layer 5/6(4C)
RXFP1,59350,V2,++++,layer 6,"layer 5,6"
RXFP1,59350,Temporal,++++,layer 6,"layer 5,6"
RXFP1,59350,V1,++++,layer 6,layer 5/6(4C)
RXFP1,59350,V2,++++,layer 6,"layer 5,6"
RXFP1,59350,Temporal,++++,layer 6,"layer 5,6"
RXFP3,51289,V1,+,NA,ubiquitous
RXFP3,51289,V2,+,NA,ubiquitous
RXFP3,51289,Temporal,+,NA,NA
RXFP4,339403,V1,+++++,NA,ubiquitous+oligodendrocyte
RXFP4,339403,V2,+++++,NA,ubiquitous+oligodendrocyte
RXFP4,339403,Temporal,+++++,NA,NA
S100A10,6281,V1,+,NA,ubiquitous
S100A10,6281,V2,+,NA,ubiquitous
S100A10,6281,Temporal,+,NA,ubiquitous
S100B,6285,V1,+++++,oligodendrocyte,"scattered(5/6),oligodendrocyte"
S100B,6285,V2,+++++,oligodendrocyte,"scattered(5/6),oligodendrocyte"
S100B,6285,Temporal,+++++,oligodendrocyte,"scattered(5/6),oligodendrocyte"
SCN10A,6336,V1,-,NA,none
SCN10A,6336,V2,-,NA,none
SCN10A,6336,Temporal,-,NA,NA
SCN11A,11280,V1,+,NA,ubiquitous
SCN11A,11280,V2,+,NA,ubiquitous
SCN11A,11280,Temporal,+,NA,NA
SCN1A,6323,V1,+++++,NA,ubiquitous
SCN1A,6323,V2,+++++,NA,"ubiquitous(3,(5,6))"
SCN1A,6323,Temporal,+++++,NA,"ubiquitous(3,(5,6))"
SCN1B,6324,V1,+++++,NA,scattered+ubiquitous
SCN1B,6324,V2,+++++,NA,ubiquitous(3)
SCN1B,6324,Temporal,+++++,NA,NA
SCN2A,6326,V1,+++,NA,"layer 2/3,4C,5/6"
SCN2A,6326,V2,+++,NA,ubiquitous
SCN2A,6326,Temporal,+++,NA,NA
SCN2B,6327,V1,++++,NA,ubiquitous
SCN2B,6327,V2,++++,NA,ubiquitous
SCN2B,6327,Temporal,++++,NA,NA
SCN3A,6328,V1,-,NA,none
SCN3A,6328,V2,-,NA,none
SCN3A,6328,Temporal,-,NA,NA
SCN3B,55800,V1,++++,layer 2,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 2,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 2,ubiquitous
SCN3B,55800,V1,++++,layer 2,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 2,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 2,ubiquitous
SCN3B,55800,V1,++++,layer 2,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 2,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 2,ubiquitous
SCN3B,55800,V1,++++,layer 3,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 3,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 3,ubiquitous
SCN3B,55800,V1,++++,layer 3,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 3,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 3,ubiquitous
SCN3B,55800,V1,++++,layer 3,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 3,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 3,ubiquitous
SCN3B,55800,V1,++++,layer 6,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 6,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 6,ubiquitous
SCN3B,55800,V1,++++,layer 6,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 6,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 6,ubiquitous
SCN3B,55800,V1,++++,layer 6,"layer 2/3,6"
SCN3B,55800,V2,++++,layer 6,"layer 2/3,6"
SCN3B,55800,Temporal,++++,layer 6,ubiquitous
SCN4A,6329,V1,++,NA,ubiquitous
SCN4A,6329,V2,++,NA,ubiquitous
SCN4A,6329,Temporal,++,NA,NA
SCN4B,6330,V1,+++++,layer 3,"layer 3,4,5"
SCN4B,6330,V2,+++++,layer 3,"layer 3,5"
SCN4B,6330,Temporal,+++++,layer 3,"layer 3,5"
SCN4B,6330,V1,+++++,layer 3,"layer 3,4,5"
SCN4B,6330,V2,+++++,layer 3,"layer 3,5"
SCN4B,6330,Temporal,+++++,layer 3,"layer 3,5"
SCN4B,6330,V1,+++++,layer 5,"layer 3,4,5"
SCN4B,6330,V2,+++++,layer 5,"layer 3,5"
SCN4B,6330,Temporal,+++++,layer 5,"layer 3,5"
SCN4B,6330,V1,+++++,layer 5,"layer 3,4,5"
SCN4B,6330,V2,+++++,layer 5,"layer 3,5"
SCN4B,6330,Temporal,+++++,layer 5,"layer 3,5"
SCN5A,6331,V1,+,NA,ubiquitous
SCN5A,6331,V2,+,NA,ubiquitous
SCN5A,6331,Temporal,+,NA,ubiquitous
SCN7A,6332,V1,-,NA,none
SCN7A,6332,V2,-,NA,none
SCN7A,6332,Temporal,-,NA,NA
SCN8A,6334,V1,+++,NA,ubiquitous
SCN8A,6334,V2,+++,NA,ubiquitous
SCN8A,6334,Temporal,+++,NA,NA
SCN9A,6335,V1,-,NA,none
SCN9A,6335,V2,-,NA,none
SCN9A,6335,Temporal,-,NA,NA
SCNN1A,6337,V1,+,NA,ubiquitous
SCNN1A,6337,V2,+,NA,ubiquitous
SCNN1A,6337,Temporal,+,NA,ubiquitous
SCNN1B,6338,V1,-,NA,none
SCNN1B,6338,V2,-,NA,none
SCNN1B,6338,Temporal,-,NA,NA
SCNN1D,6339,V1,++++,NA,ubiquitous
SCNN1D,6339,V2,++++,NA,ubiquitous
SCNN1D,6339,Temporal,++++,NA,NA
SCNN1G,6340,V1,+,NA,ubiquitous
SCNN1G,6340,V2,+,NA,ubiquitous
SCNN1G,6340,Temporal,+,NA,ubiquitous
SCRT1,83482,V1,+++++,NA,scattered+ubiquitous
SCRT1,83482,V2,+++++,NA,scattered+ubiquitous
SCRT1,83482,Temporal,+++++,NA,scattered+ubiquitous
SDK1,221935,V1,+++,NA,scattered+ubiquitous
SDK1,221935,V2,+++,NA,scattered+ubiquitous
SDK1,221935,Temporal,+++,NA,NA
SEMA3C,10512,V1,+++,interneuron,"layer 2/3,6"
SEMA3C,10512,V2,+++,interneuron,"layer 2/3,6"
SEMA3C,10512,Temporal,+++,interneuron,layer 6 + scattered (2/3)
SEMA3C,10512,V1,+++,interneuron,"layer 2/3,6"
SEMA3C,10512,V2,+++,interneuron,"layer 2/3,6"
SEMA3C,10512,Temporal,+++,interneuron,layer 6 + scattered (2/3)
SEMA3C,10512,V1,+++,layer 6,"layer 2/3,6"
SEMA3C,10512,V2,+++,layer 6,"layer 2/3,6"
SEMA3C,10512,Temporal,+++,layer 6,layer 6 + scattered (2/3)
SEMA3C,10512,V1,+++,layer 6,"layer 2/3,6"
SEMA3C,10512,V2,+++,layer 6,"layer 2/3,6"
SEMA3C,10512,Temporal,+++,layer 6,layer 6 + scattered (2/3)
SEMA3F,6405,V1,+,NA,ubiquitous
SEMA3F,6405,V2,+,NA,ubiquitous
SEMA3F,6405,Temporal,+,NA,ubiquitous
SEMA4G,57715,V1,++,NA,scattered
SEMA4G,57715,V2,++,NA,scattered
SEMA4G,57715,Temporal,++,NA,scattered
SEMA5B,54437,V1,+++,NA,"scattered(2/3,5,6)"
SEMA5B,54437,V2,+++,NA,"scattered(2/3,5,6)"
SEMA5B,54437,Temporal,+++,NA,"scattered(2/3,5,6)"
SERF1A,8293,V1,+++++,NA,ubiquitous+oligodendrocyte
SERF1A,8293,V2,+++++,NA,ubiquitous+oligodendrocyte
SERF1A,8293,Temporal,+++++,NA,NA
SGK1,6446,V1,++,NA,scattered+ubiquitous
SGK1,6446,V2,++,NA,scattered+ubiquitous
SGK1,6446,Temporal,++,NA,NA
SLA,6503,V1,+,NA,ubiquitous
SLA,6503,V2,+,NA,ubiquitous
SLA,6503,Temporal,+,NA,ubiquitous
SLC17A7,57030,V1,+++++,NA,"ubiquitous(2/3,4C,5/6)"
SLC17A7,57030,V2,+++++,NA,ubiquitous
SLC17A7,57030,Temporal,+++++,NA,ubiquitous
SLC17A8,246213,V1,++++,NA,sparse or scattered(5/6)
SLC17A8,246213,V2,++++,NA,sparse or scattered(5/6)
SLC17A8,246213,Temporal,++++,NA,sparse or scattered(5/6)
SLC18A1,6570,V1,+,NA,sparse to none
SLC18A1,6570,V2,+,NA,sparse to none
SLC18A1,6570,Temporal,+,NA,sparse to none
SLC18A2,6571,V1,+,NA,ubiquitous
SLC18A2,6571,V2,+,NA,ubiquitous
SLC18A2,6571,Temporal,+,NA,ubiquitous
SLC18A3,6572,V1,+,NA,ubiquitous
SLC18A3,6572,V2,+,NA,ubiquitous
SLC18A3,6572,Temporal,+,NA,ubiquitous
SLC1A1,6505,V1,+++,NA,"ubiquitous(2/3,6)"
SLC1A1,6505,V2,+++,NA,ubiquitous
SLC1A1,6505,Temporal,+++,NA,ubiquitous
SLC1A2,6506,V1,+++++,astrocyte,scattered+glial
SLC1A2,6506,V2,+++++,astrocyte,scattered+glial
SLC1A2,6506,Temporal,+++++,astrocyte,scattered+glial
SLC1A3,6507,V1,++++,astrocyte,scattered+glial
SLC1A3,6507,V2,++++,astrocyte,scattered+glial
SLC1A3,6507,Temporal,++++,astrocyte,NA
SLC1A4,6509,V1,++,NA,ubiquitous
SLC1A4,6509,V2,++,NA,ubiquitous
SLC1A4,6509,Temporal,++,NA,NA
SLC1A5,6510,V1,++,NA,ubiquitous
SLC1A5,6510,V2,++,NA,ubiquitous
SLC1A5,6510,Temporal,++,NA,NA
SLC1A6,6511,V1,++,NA,ubiquitous
SLC1A6,6511,V2,++,NA,ubiquitous
SLC1A6,6511,Temporal,++,NA,NA
SLC1A7,6512,V1,+,NA,ubiquitous
SLC1A7,6512,V2,+,NA,ubiquitous
SLC1A7,6512,Temporal,+,NA,NA
SLC20A1,6574,V1,++++,NA,ubiquitous
SLC20A1,6574,V2,++++,NA,ubiquitous
SLC20A1,6574,Temporal,++++,NA,ubiquitous
SLC23A3,151295,V1,+,NA,sparse to none
SLC23A3,151295,V2,+,NA,sparse to none
SLC23A3,151295,Temporal,+,NA,NA
SLC24A3,57419,V1,+++,NA,scattered
SLC24A3,57419,V2,+++,NA,scattered
SLC24A3,57419,Temporal,+++,NA,scattered
SLC25A22,79751,V1,++++,NA,ubiquitous
SLC25A22,79751,V2,++++,NA,ubiquitous
SLC25A22,79751,Temporal,++++,NA,ubiquitous
SLC2A1,6513,V1,++++,vascular endothelial cell,VEC
SLC2A1,6513,V2,++++,vascular endothelial cell,VEC
SLC2A1,6513,Temporal,++++,vascular endothelial cell,VEC
SLC32A1,140679,V1,+++++,interneuron,scattered
SLC32A1,140679,V2,+++++,interneuron,scattered
SLC32A1,140679,Temporal,+++++,interneuron,scattered
SLC6A1,6529,V1,+++++,interneuron,scattered
SLC6A1,6529,V2,+++++,interneuron,scattered
SLC6A1,6529,Temporal,+++++,interneuron,scattered
SLC6A11,6538,V1,++,NA,scattered
SLC6A11,6538,V2,++,NA,scattered
SLC6A11,6538,Temporal,++,NA,scattered
SLC6A12,6539,V1,++++,interneuron,scattered
SLC6A12,6539,V2,++++,interneuron,scattered
SLC6A12,6539,Temporal,++++,interneuron,NA
SLC6A13,6540,V1,++++,interneuron,scattered
SLC6A13,6540,V2,++++,interneuron,scattered
SLC6A13,6540,Temporal,++++,interneuron,NA
SLC6A14,11254,V1,-,NA,none
SLC6A14,11254,V2,-,NA,none
SLC6A14,11254,Temporal,-,NA,NA
SLC6A2,6530,V1,-,NA,none
SLC6A2,6530,V2,-,NA,none
SLC6A2,6530,Temporal,-,NA,none
SLC6A3,6531,V1,+,NA,sparse to none
SLC6A3,6531,V2,+,NA,sparse to none
SLC6A3,6531,Temporal,+,NA,sparse to none
SLC6A4,6532,V1,-,NA,none
SLC6A4,6532,V2,-,NA,none
SLC6A4,6532,Temporal,-,NA,none
SLC6A7,6534,V1,++++,NA,ubquitous
SLC6A7,6534,V2,++++,NA,ubquitous
SLC6A7,6534,Temporal,++++,NA,ubquitous
SLC6A8,6535,V1,+++,NA,scattered+ubiquitous
SLC6A8,6535,V2,+++,NA,scattered+ubiquitous
SLC6A8,6535,Temporal,+++,NA,NA
GUSBP14,11039,V1,+++++,NA,ubiquitous+oligodendrocyte
GUSBP14,11039,V2,+++++,NA,ubiquitous+oligodendrocyte
GUSBP14,11039,Temporal,+++++,NA,NA
SMAD1,4086,V1,-,NA,none
SMAD1,4086,V2,-,NA,none
SMAD1,4086,Temporal,-,NA,NA
SMS,6611,V1,++++,NA,"ubiquitous(2/3,4C,5/6)"
SMS,6611,V2,++++,NA,ubiquitous
SMS,6611,Temporal,++++,NA,ubiquitous
SNAP23,8773,V1,+++++,NA,ubiquitous+oligodendrocyte
SNAP23,8773,V2,+++++,NA,ubiquitous+oligodendrocyte
SNAP23,8773,Temporal,+++++,NA,NA
SNAP25,6616,V1,+++++,NA,ubiquitous
SNAP25,6616,V2,+++++,NA,ubiquitous
SNAP25,6616,Temporal,+++++,NA,ubiquitous
SNAP29,9342,V1,++,NA,ubiquitous
SNAP29,9342,V2,++,NA,ubiquitous
SNAP29,9342,Temporal,++,NA,NA
SNAP91,9892,V1,++++,NA,"ubiquitous(2/3,4C,5/6)"
SNAP91,9892,V2,++++,NA,ubiquitous
SNAP91,9892,Temporal,++++,NA,ubiquitous
SNAPIN,23557,V1,++,NA,ubiquitous
SNAPIN,23557,V2,++,NA,ubiquitous
SNAPIN,23557,Temporal,++,NA,NA
SNCA,6622,V1,+++++,NA,"layer 2/3,(4C),5/6"
SNCA,6622,V2,+++++,NA,"ubiquitous(5,6)"
SNCA,6622,Temporal,+++++,NA,"ubiquitous(5,6)"
SNCAIP,9627,V1,+++,NA,layer 4C+scattered
SNCAIP,9627,V2,+++,NA,scattered+ubiquitous
SNCAIP,9627,Temporal,+++,NA,NA
SNCB,6620,V1,+++++,NA,ubiquitous
SNCB,6620,V2,+++++,NA,ubiquitous
SNCB,6620,Temporal,+++++,NA,NA
SNCG,6623,V1,+++++,layer 3,scattered
SNCG,6623,V2,+++++,layer 3,"scattered(3,5/6+)"
SNCG,6623,Temporal,+++++,layer 3,"scattered(3,5/6+)"
SNCG,6623,V1,+++++,layer 3,scattered
SNCG,6623,V2,+++++,layer 3,"scattered(3,5/6+)"
SNCG,6623,Temporal,+++++,layer 3,"scattered(3,5/6+)"
SNCG,6623,V1,+++++,layer 5,scattered
SNCG,6623,V2,+++++,layer 5,"scattered(3,5/6+)"
SNCG,6623,Temporal,+++++,layer 5,"scattered(3,5/6+)"
SNCG,6623,V1,+++++,layer 5,scattered
SNCG,6623,V2,+++++,layer 5,"scattered(3,5/6+)"
SNCG,6623,Temporal,+++++,layer 5,"scattered(3,5/6+)"
SNPH,9751,V1,++++,NA,scattered+ubiquitous
SNPH,9751,V2,++++,NA,scattered+ubiquitous
SNPH,9751,Temporal,++++,NA,NA
SNTA1,6640,V1,++,NA,ubiquitous
SNTA1,6640,V2,++,NA,ubiquitous
SNTA1,6640,Temporal,++,NA,NA
SNTB1,6641,V1,+++,layer 6,layer 6
SNTB1,6641,V2,+++,layer 6,sparse 6
SNTB1,6641,Temporal,+++,layer 6,sparse 6
SNTB2,6645,V1,+++,NA,"layer 2/3,6"
SNTB2,6645,V2,+++,NA,"layer 2/3,6"
SNTB2,6645,Temporal,+++,NA,NA
SNTG1,54212,V1,+++,NA,scattered
SNTG1,54212,V2,+++,NA,scattered
SNTG1,54212,Temporal,+++,NA,NA
SNTG2,54221,V1,-,NA,none
SNTG2,54221,V2,-,NA,none
SNTG2,54221,Temporal,-,NA,NA
SNX3,8724,V1,++++,NA,ubiquitous
SNX3,8724,V2,++++,NA,ubiquitous
SNX3,8724,Temporal,++++,NA,NA
SOD1,6647,V1,+++++,NA,scattered+ubiquitous
SOD1,6647,V2,+++++,NA,ubiquitous
SOD1,6647,Temporal,+++++,NA,ubiquitous
SORL1,6653,V1,+++++,NA,scattered+ubiquitous
SORL1,6653,V2,+++++,NA,scattered+ubiquitous
SORL1,6653,Temporal,+++++,NA,scattered+ubiquitous
SPARC,6678,V1,+++,NA,scattered+VEC
SPARC,6678,V2,+++,NA,scattered+VEC
SPARC,6678,Temporal,+++,NA,scattered+VEC
SPP1,6696,V1,+++++,oligodendrocyte,"scattered,oligodendrocyte"
SPP1,6696,V2,+++++,oligodendrocyte,"scattered,oligodendrocyte"
SPP1,6696,Temporal,+++++,oligodendrocyte,"scattered,oligodendrocyte"
SPTBN4,57731,V1,++++,NA,ubiquitous
SPTBN4,57731,V2,++++,NA,ubiquitous
SPTBN4,57731,Temporal,++++,NA,NA
SPTLC1,10558,V1,++,NA,ubiquitous
SPTLC1,10558,V2,++,NA,ubiquitous
SPTLC1,10558,Temporal,++,NA,NA
SRP9,6726,V1,-,NA,none
SRP9,6726,V2,-,NA,none
SRP9,6726,Temporal,-,NA,NA
SST,6750,V1,+++++,interneuron,"scattered(2/3,5/6)"
SST,6750,V2,+++++,interneuron,scattered
SST,6750,Temporal,+++++,interneuron,scattered
SSTR1,6751,V1,++,NA,ubiquitous(4C)
SSTR1,6751,V2,++,NA,"ubiquitous(2,6)"
SSTR1,6751,Temporal,++,NA,NA
SSTR3,6753,V1,+++,NA,ubiquitous
SSTR3,6753,V2,+++,NA,ubiquitous
SSTR3,6753,Temporal,+++,NA,NA
SSTR4,6754,V1,-,NA,none
SSTR4,6754,V2,-,NA,none
SSTR4,6754,Temporal,-,NA,none
STARD8,9754,V1,+,NA,scattered
STARD8,9754,V2,+,NA,scattered
STARD8,9754,Temporal,+,NA,scattered
STEAP2,261729,V1,+++,NA,ubiquitous
STEAP2,261729,V2,+++,NA,ubiquitous
STEAP2,261729,Temporal,+++,NA,ubiquitous
STRN,6801,V1,+,NA,ubiquitous
STRN,6801,V2,+,NA,ubiquitous
STRN,6801,Temporal,+,NA,ubiquitous
STX10,8677,V1,++,NA,ubiquitous
STX10,8677,V2,++,NA,ubiquitous
STX10,8677,Temporal,++,NA,NA
STX11,8676,V1,++,NA,ubiquitous
STX11,8676,V2,++,NA,ubiquitous
STX11,8676,Temporal,++,NA,NA
STX12,23673,V1,++,NA,ubiquitous
STX12,23673,V2,++,NA,ubiquitous
STX12,23673,Temporal,++,NA,ubiquitous
STX16,8675,V1,++++,NA,ubiquitous
STX16,8675,V2,++++,NA,ubiquitous
STX16,8675,Temporal,++++,NA,NA
STX17,55014,V1,+,NA,ubiquitous
STX17,55014,V2,+,NA,ubiquitous
STX17,55014,Temporal,+,NA,NA
STX18,53407,V1,++,NA,ubiquitous
STX18,53407,V2,++,NA,ubiquitous
STX18,53407,Temporal,++,NA,NA
STX19,415117,V1,-,NA,none
STX19,415117,V2,-,NA,none
STX19,415117,Temporal,-,NA,NA
STX1B,112755,V1,+++++,NA,ubiquitous
STX1B,112755,V2,+++++,NA,ubiquitous
STX1B,112755,Temporal,+++++,NA,NA
STX2,2054,V1,+++++,NA,ubiquitous+oligodendrocyte
STX2,2054,V2,+++++,NA,ubiquitous+oligodendrocyte
STX2,2054,Temporal,+++++,NA,NA
STX3,6809,V1,+++,NA,ubiquitous
STX3,6809,V2,+++,NA,ubiquitous
STX3,6809,Temporal,+++,NA,ubiquitous
STX4,6810,V1,++,NA,ubiquitous
STX4,6810,V2,++,NA,ubiquitous
STX4,6810,Temporal,++,NA,NA
STX5,6811,V1,+++,NA,ubiquitous
STX5,6811,V2,+++,NA,ubiquitous
STX5,6811,Temporal,+++,NA,NA
STX6,10228,V1,+++,NA,ubiquitous
STX6,10228,V2,+++,NA,ubiquitous
STX6,10228,Temporal,+++,NA,NA
STX7,8417,V1,++,NA,ubiquitous
STX7,8417,V2,++,NA,ubiquitous
STX7,8417,Temporal,++,NA,NA
STX8,9482,V1,++,NA,ubiquitous
STX8,9482,V2,++,NA,ubiquitous
STX8,9482,Temporal,++,NA,NA
STXBP1,6812,V1,+++++,NA,ubiquitous
STXBP1,6812,V2,+++++,NA,ubiquitous
STXBP1,6812,Temporal,+++++,NA,ubiquitous
STXBP2,6813,V1,-,NA,none
STXBP2,6813,V2,-,NA,none
STXBP2,6813,Temporal,-,NA,none
STXBP4,252983,V1,-,NA,none
STXBP4,252983,V2,-,NA,none
STXBP4,252983,Temporal,-,NA,NA
STXBP5,134957,V1,+++,NA,ubiquitous(5/6)
STXBP5,134957,V2,+++,NA,ubiquitous
STXBP5,134957,Temporal,+++,NA,NA
STXBP6,29091,V1,+++,NA,scattered+ubiquitous
STXBP6,29091,V2,+++,NA,scattered+ubiquitous
STXBP6,29091,Temporal,+++,NA,scattered+ubiquitous
SULF1,23213,V1,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,V2,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,V1,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,V2,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,V1,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,V2,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,interneuron,"scattered(4,5/6)"
SULF1,23213,V1,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,V2,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,V1,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,V2,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,V1,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,V2,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,layer 4,"scattered(4,5/6)"
SULF1,23213,V1,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,V2,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,V1,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,V2,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,V1,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,V2,++++,layer 5,"scattered(4,5/6)"
SULF1,23213,Temporal,++++,layer 5,"scattered(4,5/6)"
SV2A,9900,V1,+++++,NA,scattered+ubiquitous
SV2A,9900,V2,+++++,NA,scattered+ubiquitous
SV2A,9900,Temporal,+++++,NA,NA
SV2B,9899,V1,+++++,NA,"layer 2/3,4C,5/6"
SV2B,9899,V2,+++++,NA,ubiquitous
SV2B,9899,Temporal,+++++,NA,ubiquitous
SV2C,22987,V1,++++,layer 3,scattered(2/3/4)
SV2C,22987,V2,++++,layer 3,layer 3+scattered
SV2C,22987,Temporal,++++,layer 3,layer 3+scattered
SYN1,6853,V1,+++++,NA,"ubiquitous(2/3,4C,5/6)"
SYN1,6853,V2,+++++,NA,ubiquitous
SYN1,6853,Temporal,+++++,NA,ubiquitous
SYN2,6854,V1,+++++,NA,"scattered+ubiquitous(2/3,4C,5,6)"
SYN2,6854,V2,+++++,NA,"ubiquitous(5,6)"
