"","gene_symbol","L1","L2","L3","L4","L5","L6"
"4727","COPS7B",34030,69551,94469,66438,70321,70545
"4728","COPS8",116212,183989,289779,277011,324418,272188
"4729","COPS8P1",86,74,136,66,285,54
"4730","COPS8P2",1655,4098,8426,2766,2842,1631
"4731","COPZ1",49906,58844,82007,62095,73330,63307
"4732","COPZ2",11707,11773,23029,15759,18588,19141
"4733","COQ10A",28828,52951,64173,54284,47933,39469
"4734","COQ10B",37865,61616,96404,73400,83483,78667
"4735","COQ10BP1",173,156,914,326,366,567
"4736","COQ10BP2",10,122,57,245,90,345
"4737","COQ2",53126,61481,104009,81731,85367,58937
"4738","COQ3",57971,85058,133571,128158,115698,98356
"4739","COQ4",85120,150425,229693,168825,180732,180036
"4740","COQ5",29816,41776,58589,51065,63228,50198
"4741","COQ6",52637,99611,161074,139591,139048,120536
"4742","COQ7",39899,59321,85316,68658,73499,59553
"4743","COQ9",94540,186057,310789,230712,257545,198870
"4744","CORIN",24661,38847,87451,59179,55255,48104
"4745","CORO1A",23104,54670,79218,53960,78770,62867
"4746","CORO1B",3525,3844,6684,9237,6987,5128
"4747","CORO1C",171796,229927,385640,264732,319772,348844
"4748","CORO2A",26607,31894,66010,67068,62552,64575
"4749","CORO2B",98018,282389,512851,371655,392400,413627
"4750","CORO6",153741,281959,495941,337278,369132,329947
"4751","CORO7",6303,12766,17092,12239,17380,16910
"4752","CORO7-PAM16",1286,2183,3772,3908,1705,3506
"4753","CORT",25573,14189,22595,14808,28349,25327
"4754","COTL1",32623,37525,50713,33301,38133,27891
"4755","COTL1P1",16,30,80,121,79,49
"4756","COTL1P2",51,138,44,40,41,74
"4757","COX1",436684,386490,500545,403912,470235,580459
"4758","COX10",57930,118203,226645,175869,169929,172451
"4759","COX10-AS1",44201,54830,106044,74591,83353,71766
"4760","COX11",53477,97047,165174,132919,160638,127109
"4761","COX11P1",298,321,600,534,553,474
"4762","COX14",77964,117123,179903,164687,176959,159950
"4763","COX15",64519,98187,192532,149592,149812,151983
"4764","COX16",25456,34183,46566,47276,52668,46030
"4765","COX17",40919,44896,76947,78297,73957,60995
"4766","COX17P1",260,234,444,454,403,409
"4767","COX18",30325,61899,98537,74855,75142,78252
"4768","COX19",44383,73672,111379,84028,94338,90939
"4769","COX2",467247,348050,528207,383692,365620,504538
"4770","COX20",21092,35284,54976,48214,52677,42190
"4771","COX20P1",2466,6239,6760,6662,6145,5643
"4772","COX20P2",99,122,175,172,159,170
"4773","COX3",415503,303634,440228,341681,285966,441323
"4774","COX4I1",197662,362518,533425,476492,547702,452736
"4775","COX4I1P1",183,332,493,504,329,374
"4776","COX4I1P2",116,197,136,72,44,65
"4777","COX4I2",797,728,388,210,976,1460
"4778","COX5A",86849,102600,205266,213094,205435,185097
"4779","COX5AP1",27,124,268,85,133,174
"4780","COX5AP2",38,37,76,88,70,72
"4781","COX5B",123972,178932,313846,311351,326056,300784
"4782","COX5BP1",16,37,19,27,17,18
"4783","COX5BP2",0,0,0,0,0,0
"4784","COX5BP3",11,66,1016,543,255,134
"4785","COX5BP4",305,306,361,65,65,483
"4786","COX5BP5",0,207,432,213,169,185
"4787","COX5BP6",574,1743,3929,3127,3118,5565
"4788","COX5BP7",419,1448,2412,1251,3157,966
"4789","COX5BP8",2,12,30,1,24,21
"4790","COX6A1",113723,134382,204332,214763,226136,214477
"4791","COX6A1P1",28,43,87,47,440,169
"4792","COX6A1P2",2309,1448,2860,2745,4077,2705
"4793","COX6A1P3",46,46,89,7,53,3
"4794","COX6A2",172,719,502,1282,688,753
"4795","COX6B1",115848,142321,257290,267894,284799,241587
"4796","COX6B1P1",90,137,264,150,170,237
"4797","COX6B1P2",5,5,24,43,19,14
"4798","COX6B1P3",35,18,56,19,42,106
"4799","COX6B1P4",1171,1274,831,613,112,375
"4800","COX6B1P5",4336,8183,13992,10674,12019,11699
"4801","COX6B1P6",91,32,245,112,25,114
"4802","COX6B1P7",1,0,0,11,1,0
"4803","COX6B2",367,280,391,260,558,211
"4804","COX6C",191185,270766,443774,427801,463348,402490
"4805","COX6CP1",472,889,1088,1166,1195,1220
"4806","COX6CP2",15,14,48,120,127,18
"4807","COX6CP3",52,736,1361,327,254,284
"4808","COX6CP4",103,44,168,6,187,28
"4809","COX6CP5",0,0,1,6,0,0
"4810","COX6CP6",12,47,34,35,50,36
"4811","COX7A1",36512,56861,87708,117158,125865,114539
"4812","COX7A2",156204,204930,339641,354616,366954,325124
"4813","COX7A2L",73975,137989,211467,199134,219930,204247
"4814","COX7A2P1",863,1722,3303,1339,1678,3049
"4815","COX7A2P2",117,183,277,306,322,302
"4816","COX7B",76383,98136,166518,165516,173814,175232
"4817","COX7B2",3809,5225,12793,8241,5628,6029
"4818","COX7BP1",11,20,392,680,226,148
"4819","COX7BP2",187,193,312,325,241,310
"4820","COX7C",272007,371460,508708,524474,538863,459114
"4821","COX7CP1",1716,3137,5159,3437,3334,3899
"4822","COX8A",59878,80355,123680,127544,130187,107466
"4823","COX8BP",90,160,25,293,137,135
"4824","COX8C",167,18,190,438,345,213
"4825","CP",4777,10729,15924,11049,12083,13187
"4826","CPA1",49,76,314,382,493,214
"4827","CPA2",343,454,1477,989,1935,1098
"4828","CPA3",81,567,568,526,308,454
"4829","CPA4",133,305,2749,5240,4375,3768
"4830","CPA5",253,609,2172,3836,1372,1073
"4831","CPA6",4138,6561,12823,10301,12007,16023
"4832","CPAMD8",4413,5542,10093,5362,6950,7002
"4833","CPB1",3867,404,7059,4460,6839,10149
"4834","CPB2",7772,13949,24111,17522,23395,23163
"4835","CPB2-AS1",15828,24835,36867,32070,38553,42115
"4836","CPD",193483,234186,433638,339577,388495,393179
"4837","CPE",514114,921379,1269782,1162812,1431824,1298219
"4838","CPEB1",122215,224239,413156,344302,383870,379188
"4839","CPEB1-AS1",5330,8951,19541,16229,18629,14093
"4840","CPEB2",58370,105670,165368,150840,171533,174206
"4841","CPEB2-AS1",39933,81649,173888,133659,134111,107152
"4842","CPEB3",407845,645345,1200544,877853,951002,878464
"4843","CPEB4",338683,773456,1234584,942226,930027,880027
"4844","CPED1",50011,79572,129483,93512,146482,105953
"4845","CPHL1P",222,240,692,2502,1737,580
"4846","CPLX1",30111,70798,148733,127275,133343,109704
"4847","CPLX2",141354,241565,268995,201851,254290,245596
"4848","CPLX3",53610,18325,26990,11788,12439,27361
"4849","CPLX4",132,1470,941,401,328,542
"4850","CPM",18248,34513,76583,92481,78117,105956
"4851","CPN1",800,1510,1643,1682,2223,1485
"4852","CPN2",39,93,140,223,198,168
"4853","CPNE1",127800,233962,382351,265830,312770,304467
"4854","CPNE2",34285,46334,66250,50313,45781,63217
"4855","CPNE3",94896,194800,331677,281968,305747,270294
"4856","CPNE4",65040,228617,942839,1370876,2034231,1033710
"4857","CPNE5",54501,142121,253621,245798,266766,254502
"4858","CPNE6",170598,311105,322930,171649,191665,212982
"4859","CPNE7",45061,25982,55926,70191,95196,57235
"4860","CPNE8",142936,631440,966249,830732,778286,688006
"4861","CPNE9",42740,109888,269698,334998,310220,283779
"4862","CPO",131688,278041,484130,341348,416637,423997
"4863","CPOX",43202,92735,172316,153782,151099,172327
"4864","CPP",52,30,125,38,2192,59
"4865","CPPED1",18917,52010,81986,77871,69353,86788
"4866","CPQ",64790,129623,209651,171609,160012,136165
"4867","CPS1",10457,21515,58347,73516,74048,64852
"4868","CPS1-IT1",1,10,494,224,57,705
"4869","CPSF1",35057,63636,93927,74684,77121,74925
"4870","CPSF1P1",954,6417,12059,10525,6999,5475
"4871","CPSF2",49238,89946,148584,109771,118116,110878
"4872","CPSF3",35107,66747,101890,93835,100312,82009
"4873","CPSF3L",61919,107503,146258,104809,121750,116768
"4874","CPSF4",33030,45743,75216,51995,50837,47599
"4875","CPSF4L",381,444,794,763,819,607
"4876","CPSF6",286061,582764,749396,559758,619012,674334
"4877","CPSF7",49202,92133,133073,99333,98910,98385
"4878","CPT1A",8403,20529,27809,13861,21159,24034
"4879","CPT1B",2990,7087,12309,11148,9952,7973
"4880","CPT1C",99024,186969,290767,214762,234768,242590
"4881","CPT2",20229,28716,52802,43249,42859,35568
"4882","CPT2P1",0,0,3,0,0,0
"4883","CPTP",2096,3689,8280,6804,5583,4998
"4884","CPVL",33339,99130,79144,42926,76170,122849
"4885","CPXCR1",51,87,157,89,104,133
"4886","CPXM1",437,2312,117,433,1817,1272
"4887","CPXM2",6749,10016,11499,13775,8883,4758
"4888","CPZ",653,1582,2890,2220,11758,15303
"4889","CR1",2266,2935,2352,4149,6005,9582
"4890","CR1L",1480,2141,4744,4065,5738,5245
"4891","CR2",276,539,1321,798,3881,2502
"4892","CRABP1",4685,5563,8250,9607,15848,22794
"4893","CRABP2",4373,12779,17725,15705,16652,15831
"4894","CRACR2A",14221,26977,28634,20701,20569,28291
"4895","CRACR2B",1063,2599,848,896,1189,754
"4896","CRADD",205689,245789,476778,370111,383905,356435
"4897","CRAMP1L",48739,66607,120258,82102,81992,90025
"4898","CRAT",19388,31403,48859,35634,37547,39257
"4899","CRB1",243530,446898,697038,468934,585447,593850
"4900","CRB2",1843,5143,8352,7723,5219,6716
"4901","CRB3",120,488,542,288,249,402
"4902","CRBN",254741,507371,771064,661868,716826,600703
"4903","CRCP",52696,81958,150346,105162,106916,94970
"4904","CRCT1",230,120,21,336,141,390
"4905","CREB1",124073,231627,455434,331630,336719,312940
"4906","CREB3",30330,42413,56701,62635,67478,42942
"4907","CREB3L1",3686,7018,13073,11132,18237,18536
"4908","CREB3L2",32442,52840,92487,77613,66546,66370
"4909","CREB3L3",1056,1206,3700,3350,3223,3791
"4910","CREB3L4",3125,4136,3796,3696,2986,4179
"4911","CREB5",100980,142237,457116,557077,539139,455100
"4912","CREBBP",222632,387920,666793,479648,517101,504085
"4913","CREBL2",81358,170397,235501,171578,178020,176690
"4914","CREBRF",147293,240256,401352,340431,359014,274970
"4915","CREBZF",185040,394956,598227,577208,550954,504143
"4916","CREG1",134365,220735,304677,347860,332019,252852
"4917","CREG2",106735,266146,477297,425836,441638,447571
"4918","CRELD1",132854,191517,308559,233376,242681,204734
"4919","CRELD2",65199,83362,122847,97275,100058,94937
"4920","CREM",98131,227660,288549,181323,228390,230519
"4921","CRH",179843,179564,195975,134399,77803,33869
"4922","CRHBP",13684,20879,66198,58124,67908,59751
"4923","CRHR1",237,923,1105,690,621,241
"4924","CRHR1-IT1",26412,42697,77617,54079,60429,48467
"4925","CRHR2",8022,27299,49972,45016,40717,30937
"4926","CRIM1",210645,380245,631725,569845,694678,673665
"4927","CRIP1",516,338,896,1195,1363,982
"4928","CRIP1P2",1,109,124,212,1,1
"4929","CRIP1P4",1,1,4,1,0,26
"4930","CRIP2",32156,103015,132224,91358,111938,126708
"4931","CRIP3",29533,33834,38291,27710,28004,28829
"4932","CRIPAK",20352,43941,64187,45287,54307,47067
"4933","CRIPT",78047,122396,211710,175212,178724,169411
"4934","CRISP1",70,110,458,343,604,302
"4935","CRISP2",103,246,613,239,430,521
"4936","CRISP3",90,44,80,109,166,616
"4937","CRISPLD1",25520,53610,87389,65760,65894,61859
"4938","CRISPLD2",4784,14814,17948,22285,15106,16342
"4939","CRK",61157,82222,154355,130377,151314,151838
"4940","CRKL",51109,99269,170575,143926,140913,151716
"4941","CRLF1",10535,44628,42263,15170,14782,27261
"4942","CRLF2",0,80,2,56,0,0
"4943","CRLF3",217203,379876,619031,441541,468182,486275
"4944","CRLS1",85019,178741,263822,207524,229525,274566
"4945","CRMP1",82544,150875,234538,154714,179538,176456
"4946","CRNDE",2807,283,1121,245,2411,2194
"4947","CRNKL1",47029,93477,128833,107121,118452,107402
"4948","CRNN",116,260,351,172,477,1253
"4949","CROCC",60762,94666,157314,128549,126286,102935
"4950","CROCCP1",28,72,60,569,37,297
"4951","CROCCP2",80766,155117,238994,202205,202073,188832
"4952","CROCCP3",164800,364819,558915,415298,448702,432809
"4953","CROCCP4",67,233,271,243,206,171
"4954","CROCCP5",33,146,249,208,93,104
"4955","CROT",44594,110386,221123,123764,123702,139995
"4956","CRP",36,0,11,6,24,1
"4957","CRPP1",9,0,1,0,0,1
"4958","CRSP8P",864,730,1108,1225,1504,995
"4959","CRTAC1",135067,121469,196737,118385,222026,229201
"4960","CRTAM",4807,4064,7768,10567,10156,5470
"4961","CRTAP",42359,65675,97026,92065,71501,61759
"4962","CRTC1",47815,112354,151948,94078,94426,105152
"4963","CRTC2",22397,36783,51103,38698,40882,35322
"4964","CRTC3",79304,156947,264207,185625,212463,230987
"4965","CRTC3-AS1",6218,7785,15395,13029,11317,13192
"4966","CRX",712,1394,1530,867,1044,1061
"4967","CRY1",76602,95938,182843,138017,126963,109465
"4968","CRY2",83972,139962,220329,155604,155231,133410
"4969","CRYAA",0,1,1,0,1,0
"4970","CRYAB",129445,100930,190072,248362,259485,409978
"4971","CRYBA1",2644,2930,5102,2717,3398,5894
"4972","CRYBA2",0,70,949,1314,937,32
"4973","CRYBA4",712,2161,4655,1896,1582,1141
"4974","CRYBB1",1290,1219,2578,1193,850,1220
"4975","CRYBB2",1169,4554,9077,5972,7917,8389
"4976","CRYBB2P1",36755,70962,97845,82348,90206,73175
"4977","CRYBB3",1292,2683,4923,3117,3028,4866
"4978","CRYBG3",53632,114983,178847,73437,114898,124517
"4979","CRYGA",2073,5124,7026,5688,3272,3537
"4980","CRYGB",0,0,3,0,18,10
"4981","CRYGC",0,1,9,33,3,0
"4982","CRYGD",221,2378,2464,1798,2011,1244
"4983","CRYGEP",78,522,762,616,712,345
"4984","CRYGFP",6,1760,629,259,665,775
"4985","CRYGGP",2,3,31,0,37,42
"4986","CRYGN",361,1521,2133,441,1976,2055
"4987","CRYGS",30936,65085,93688,73954,75763,68958
"4988","CRYL1",89758,238457,359927,242672,289031,274386
"4989","CRYM",30036,117420,257199,258360,344594,207630
"4990","CRYM-AS1",311,2000,3186,1713,2746,1312
"4991","CRYZ",28773,28592,54924,54301,61816,49163
"4992","CRYZL1",257386,405572,610041,532078,557329,502733
"4993","CRYZP1",2416,5942,9245,10586,9108,4357
"4994","CRYZP2",55,9,1276,1060,650,290
"4995","CS",91431,151189,250993,199326,202748,182659
"4996","CSAD",276835,367355,515546,434133,464760,520496
"4997","CSAG1",2,16,802,6,2,920
"4998","CSAG2",2,2,9,7,3,11
"4999","CSAG3",4,5,40,11,10,47
"5000","CSAG4",0,1,6,0,0,634
"5001","CSDC2",8259,11940,21850,18376,16143,10125
"5002","CSDE1",191556,312925,467518,420500,414677,389055
"5003","CSE1L",91341,139049,217279,171458,189999,173084
"5004","CSE1L-AS1",276,1311,908,585,1292,826
"5005","CSF1",4905,6783,10089,3887,6471,5123
"5006","CSF1R",34144,70466,92981,79036,66912,38511
"5007","CSF2",1,105,157,1,39,36
"5008","CSF2RA",3303,6812,9760,2636,7176,2724
"5009","CSF2RB",2025,727,2334,1467,460,112
"5010","CSF2RBP1",0,0,28,1,9,5
"5011","CSF3",0,1,51,1,2,3
"5012","CSF3R",13735,46303,52468,36585,28765,28809
"5013","CSGALNACT1",406412,884451,1021728,746764,1012483,1318481
"5014","CSGALNACT2",148099,213226,355308,315085,334710,326928
"5015","CSH1",1,1,0,1,0,0
"5016","CSH2",0,0,0,0,1,1
"5017","CSHL1",0,0,3,6,16,1
"5018","CSK",22154,22745,35755,26933,27064,23009
"5019","CSMD1",6940371,21010917,36555961,20765564,22196662,27177099
"5020","CSMD2",387776,811908,1377242,897700,766073,978380
"5021","CSMD2-AS1",424,707,806,761,796,947
"5022","CSMD3",3393956,5269479,8570399,6532039,6619819,6251272
"5023","CSN1S1",8,307,477,79,49,13
"5024","CSN1S2AP",279,149,230,626,395,348
"5025","CSN1S2BP",85,203,367,214,332,174
"5026","CSN2",104,156,355,256,245,289
"5027","CSN3",3,123,29,30,175,32
"5028","CSNK1A1",270403,459884,746443,534873,597123,571483
"5029","CSNK1A1L",108,590,953,955,808,2053
"5030","CSNK1A1P1",3142,3827,3929,4474,7257,5320
"5031","CSNK1A1P2",4,5,9,6,3,4
"5032","CSNK1A1P3",31,193,185,124,219,21
"5033","CSNK1D",77768,128298,187973,129452,141536,149037
"5034","CSNK1E",538,959,1415,1300,1407,984
"5035","CSNK1G1",115401,277607,435527,289986,308458,335549
"5036","CSNK1G2",18023,29456,47872,34638,35560,32143
"5037","CSNK1G2-AS1",286,794,771,227,309,236
"5038","CSNK1G2P1",0,190,134,110,75,90
"5039","CSNK1G3",142780,292473,501453,396505,438469,401169
"5040","CSNK2A1",155856,287441,517697,375025,411390,418221
"5041","CSNK2A2",29418,64611,124727,82758,91532,89411
"5042","CSNK2A3",3050,7558,10780,5999,5120,5272
"5043","CSNK2B",101916,160083,236809,237286,252038,210642
"5044","CSPG4",2953,9471,15741,9736,12716,14043
"5045","CSPG4P10",40,148,189,229,89,165
"5046","CSPG4P11",198,120,254,123,198,176
"5047","CSPG4P12",126,109,250,144,209,243
"5048","CSPG4P13",139,644,214,371,180,453
"5049","CSPG4P1Y",1,0,6,2,1,4
"5050","CSPG4P2Y",0,4,3,3,4,2
"5051","CSPG4P3Y",6,0,4,3,3,0
"5052","CSPG4P4Y",0,0,0,0,4,0
"5053","CSPG4P5",1070,2102,3830,4548,3796,3620
"5054","CSPG5",33760,53514,89632,73407,69933,58371
"5055","CSPP1",327090,603161,1009096,754826,777835,787627
"5056","CSRNP1",2526,7227,10952,10919,8313,9029
"5057","CSRNP2",104686,213966,346980,259256,311273,315535
"5058","CSRNP3",714360,1312977,2353979,1866635,1911452,1873566
"5059","CSRP1",24811,27410,55421,54347,61686,75438
"5060","CSRP2",9502,10252,29502,37596,42928,33573
"5061","CSRP2BP",29141,36656,65186,49778,60046,54102
"5062","CSRP2P",609,30,324,302,238,160
"5063","CSRP3",1670,3640,3790,4178,3580,2631
"5064","CST1",1,2,4,4,2,2
"5065","CST11",0,0,3,0,0,0
"5066","CST13P",162,803,345,256,316,196
"5067","CST2",0,2,1,1,0,2
"5068","CST2P1",0,0,0,0,0,0
"5069","CST3",136543,108739,103649,64341,69871,97855
"5070","CST4",0,3,11,4,14,5
"5071","CST5",1,5,1,33,3,2
"5072","CST6",683,859,1108,2032,94,81
"5073","CST7",520,1725,4962,5243,2802,1400
"5074","CST8",16,93,57,48,89,304
"5075","CST9",7,8,17,14,14,14
"5076","CST9L",133,10,39,22,42,10
"5077","CST9LP1",1,2,1,2,2,1
"5078","CSTA",111,903,657,2521,1066,195
"5079","CSTB",84460,93788,147323,145749,155248,146091
"5080","CSTF1",27551,33785,51362,47464,45773,42717
"5081","CSTF2",64217,140432,217112,187591,182092,144511
"5082","CSTF2T",17848,25888,50847,45614,56038,49774
"5083","CSTF3",373430,796486,1060138,921376,940559,847900
"5084","CSTF3-AS1",1007,3327,6343,4731,5607,4059
"5085","CSTL1",221,253,222,105,463,216
"5086","CSTP1",4,1,9,1,16,54
"5087","CSTP2",1,2,17,68,7,2
"5088","CT45A1",109,69,673,253,77,87
"5089","CT45A10",39,15,120,116,66,690
"5090","CT45A11P",304,1319,1954,1560,2019,2075
"5091","CT45A2",0,0,0,1,0,0
"5092","CT45A3",0,0,1,0,2,1
"5093","CT45A5",0,1,1,2,0,0
"5094","CT45A6",0,1,1,0,1,0
"5095","CT45A7",3,2,5,3,0,2
"5096","CT45A8",0,1,0,1,1,1
"5097","CT45A9",3,2,7,9,3,7
"5098","CT45B1P",63,85,125,367,272,256
"5099","CT47A1",0,0,0,0,0,0
"5100","CT47A10",0,0,0,0,0,0
"5101","CT47A11",0,0,0,0,0,0
"5102","CT47A12",0,0,0,0,0,0
"5103","CT47A2",0,0,0,0,0,0
"5104","CT47A3",0,0,0,0,0,0
"5105","CT47A4",0,0,0,0,0,0
"5106","CT47A5",0,0,0,0,0,0
"5107","CT47A6",0,0,0,0,0,0
"5108","CT47A7",0,0,0,0,0,0
"5109","CT47A8",0,0,0,0,0,0
"5110","CT47A9",0,0,0,0,0,0
"5111","CT47B1",0,60,15,91,25,0
"5112","CT55",2966,5998,11806,5041,8134,6115
"5113","CT62",190,725,2741,1268,2949,1805
"5114","CT83",1,2,2,14,2,1
"5115","CTAG1A",0,1,1,0,0,2
"5116","CTAG1B",0,0,2,0,1,1
"5117","CTAG2",6,1,94,112,78,3
"5118","CTAGE1",47,101,189,116,159,138
"5119","CTAGE10P",53,60,153,139,75,146
"5120","CTAGE11P",34,53,127,66,137,211
"5121","CTAGE12P",207,250,2167,1707,1199,708
"5122","CTAGE13P",21,456,324,33,40,41
"5123","CTAGE14P",3492,2839,2192,2596,2370,2944
"5124","CTAGE15",1,4,12,18,80,148
"5125","CTAGE16P",68,76,698,566,428,134
"5126","CTAGE3P",3009,6858,7459,4881,3272,2915
"5127","CTAGE4",0,1,4,5,7,9
"5128","CTAGE5",118940,241863,404232,315465,370270,361187
"5129","CTAGE6",103,12,202,113,292,503
"5130","CTAGE7P",28,243,717,171,896,274
"5131","CTAGE8",2,1,29,16,18,61
"5132","CTAGE9",2,22,110,180,209,195
"5133","CTB-113P19.1",50,248,333,33,23,147
"5134","CTB-178M22.2",148,1097,1254,1369,752,1374
"5135","CTB-7E3.1",1245,3160,7906,17888,16730,4453
"5136","CTBP1",41039,60989,97799,71173,69909,74584
"5137","CTBP1-AS",170,538,491,316,187,409
"5138","CTBP1-AS2",4745,5360,7621,7249,9667,7915
"5139","CTBP2",93140,179330,274273,214783,239840,166008
"5140","CTBP2P1",425,758,644,405,657,301
"5141","CTBP2P2",5,136,188,91,161,198
"5142","CTBP2P3",35,35,92,63,28,6
"5143","CTBP2P4",182,413,598,348,567,308
"5144","CTBP2P5",25,142,987,1874,470,7
"5145","CTBP2P6",36,38,35,21,24,21
"5146","CTBP2P7",103,76,220,18,62,76
"5147","CTBP2P8",4583,3988,11102,7218,10599,3793
"5148","CTBS",16259,34474,43477,47007,39395,37698
"5149","CTC-338M12.4",52144,101053,155275,119935,123277,122719
"5150","CTC-436P18.1",31117,53348,69722,61733,56041,49023
"5151","CTC1",34668,76016,94106,77525,87660,78171
"5152","CTCF",77346,142645,218572,155652,164460,159930
"5153","CTCFL",185,319,1543,541,1399,425
"5154","CTD-2151A2.1",690,1678,3903,1731,1768,1506
"5155","CTD-2154B17.1",261,379,630,437,516,610
"5156","CTD-2194D22.4",20,13,358,37,617,225
"5157","CTD-2201E9.1",80,11,573,505,168,163
"5158","CTD-2201I18.1",165,1272,790,1107,1375,642
"5159","CTD-2270F17.1",25,474,582,67,18,3
"5160","CTD-2297D10.2",13508,36701,21154,19988,23901,20815
"5161","CTD-2350J17.1",254,259,139,282,113,143
"5162","CTD-3080P12.3",9,8,15,9,11,66
"5163","CTDNEP1",24123,41801,66661,50918,56110,51079
"5164","CTDP1",13161,20429,36320,29334,30467,32041
"5165","CTDSP1",3584,7665,6080,6230,8122,5551
